2717,17.01,,,,,,,,,,,,,
2718,,,,,,,,,,,,,,
2719,0.18,0.39,,,,,,,,,,,,
2720,,,,,,,,,,,,,,
2721,,,,,,,,,,,,,,
2722,0.143,0.3333,,,,,,,,,,,,
2723,0.2,0.4999,4.5,8.25,,,,,,,,,,
2724,0.14,0.3333,3.4,,,,,,,,,,,
2725,0.2,0.3999,0.5,3.6,4,5.6,9.8,17,17.5,25.43,54,,,
2726,1.8,4,5,,,,,,,,,,,
2727,0.99,9.99,,,,,,,,,,,,
2728,0.4,14,,,,,,,,,,,,
2729,1.5,,,,,,,,,,,,,
2730,1.11,43,,,,,,,,,,,,
2731,3,8.9,,,,,,,,,,,,
2732,1,30,,,,,,,,,,,,
2733,3.5,3.2,8.5,,,,,,,,,,,
2734,0.5,,,,,,,,,,,,,
2735,0.4,3.88,,,,,,,,,,,,
2736,0.4,,,,,,,,,,,,,
2737,1.25,1.75,3.95,,,,,,,,,,,
2738,1.1,1.65,,,,,,,,,,,,
2739,0.65,,,,,,,,,,,,,
2740,2.5,7.25,6.04,9.79,,,,,,,,,,
2741,3,3.33,,,,,,,,,,,,
2742,2,1.157625,,,,,,,,,,,,
2743,15,,,,,,,,,,,,,
2744,0.89,3,3.98,4.9,,,,,,,,,,
2745,2,,,,,,,,,,,,,
2746,0.4,1.4,,,,,,,,,,,,
2747,2.4,,,,,,,,,,,,,
2748,0.3736980215,7.762816442,7.34,14.22,44,,,,,,,,,
2749,2,,,,,,,,,,,,,
2750,0.4,,,,,,,,,,,,,
2751,2,4,10.5,15,16,,,,,,,,,
2752,0.9,1.19,2.5,2.52,2.9,,,,,,,,,
2753,1.2,2.4,,,,,,,,,,,,
2754,0.4,,,,,,,,,,,,,
2755,1.5,3.29,,,,,,,,,,,,
2756,0.47,0.55,7.3737,44.9,,,,,,,,,,
2757,8,,,,,,,,,,,,,
2758,0.4,,,,,,,,,,,,,
2759,2.5,52.5,,,,,,,,,,,,
2760,1.1,1.5,1.9,43.25,,,,,,,,,,
2761,1.1,2.12,,,,,,,,,,,,
2762,0.35,1.1999,1.64,,,,,,,,,,,
2763,0.4,1.2,3.5,7.5,,,,,,,,,,
2764,0.925,,,,,,,,,,,,,
2765,3.5,4,4.769,6.46,46.4,41.75,,,,,,,,
2766,2,3.6,5,8,13.3,14.1,,,,,,,,
2767,5,7.5,7.9,,,,,,,,,,,
2768,1.8,41,,,,,,,,,,,,
2769,0.3,0.5078,,,,,,,,,,,,
2770,0.15,0.314,,,,,,,,,,,,
2771,0.8,18,21.9,46.5,41.69,,,,,,,,,
2772,4.75,,,,,,,,,,,,,
2773,0.99,18.375,24,56.69,,,,,,,,,,
2774,0.15,0.475,0.42,,,,,,,,,,,
2775,1.04,1.1999,2.68,,,,,,,,,,,
2776,0.49,32.61,,,,,,,,,,,,
2777,0.465,2.6,3.49,5.2,14.8,,,,,,,,,
2778,4.15,,,,,,,,,,,,,
2779,0.52,1.2,2.55,2.975,,,,,,,,,,
2780,1.02,1.12,1.2199,2,,,,,,,,,,
2781,4.7,4.9,43,,,,,,,,,,,
2782,0.375,0.4246235149,1,45.33307197,,,,,,,,,,
2783,2.5,2.4,3.25,8,,,,,,,,,,
2784,0.4,1.44,,,,,,,,,,,,
2785,0.98,,,,,,,,,,,,,
2786,4,4.23,,,,,,,,,,,,
2787,0.67,2,4.5,18.8,48,,,,,,,,,
2788,,,,,,,,,,,,,,
2789,,,,,,,,,,,,,,
2790,0.82,,,,,,,,,,,,,
2791,0.4,,,,,,,,,,,,,
2792,1.44,0.9,,,,,,,,,,,,
2793,0.88,,,,,,,,,,,,,
2794,20,,,,,,,,,,,,,
2795,1.95,43.5,39.7777,,,,,,,,,,,
2796,2,,,,,,,,,,,,,
2797,2,,,,,,,,,,,,,
2798,3,4,5.58,,,,,,,,,,,
2799,5,6.1,,,,,,,,,,,,
2800,,,,,,,,,,,,,,
2801,3.5,,,,,,,,,,,,,
2802,5,5.2,10.9,,,,,,,,,,,
2803,1.4,5.49,43.5,,,,,,,,,,,
2804,0.99,1.2,3.18,3.49,6,15,,,,,,,,
2805,1.1,2.55,4.69,,,,,,,,,,,
2806,1.4,4,,,,,,,,,,,,
2807,1,,,,,,,,,,,,,
2808,,,,,,,,,,,,,,
2809,1.5,2,6,11.99,49,59,,,,,,,,
2810,0.55,3.1,,,,,,,,,,,,
2811,2,,,,,,,,,,,,,
2812,0.4,0.98,7.2,36.1,39,,,,,,,,,
2813,0.99,7,,,,,,,,,,,,
2814,1.66,,,,,,,,,,,,,
2815,0.46,6.15,14.969,,,,,,,,,,,
2816,0.5,,,,,,,,,,,,,
2817,0.4,0.39,37,,,,,,,,,,,
2818,0.5,29.29398267,45,,,,,,,,,,,
2819,0.28,3.3,3.35,35,,,,,,,,,,
2820,0.28,0.31,0.372,3.45,,,,,,,,,,
2821,0.288,0.8,0.85,1.15,,,,,,,,,,
2822,0.06,31.06,40,90,,,,,,,,,,
2823,,,,,,,,,,,,,,
2824,0.1666,,,,,,,,,,,,,
2825,,,,,,,,,,,,,,
2826,1.5,2.2,2.3,2.7897,,,,,,,,,,
2827,,,,,,,,,,,,,,
2828,0.44,51.69,,,,,,,,,,,,
2829,0.42,2.2,1.99,3,3.55,4.268,,,,,,,,
2830,2.45,2.62,,,,,,,,,,,,
2831,4.5,6.84,,,,,,,,,,,,
2832,0.41,,,,,,,,,,,,,
2833,3.7,,,,,,,,,,,,,
2834,0.95,1.9,,,,,,,,,,,,
2835,2.22,3,,,,,,,,,,,,
2836,0.75,0.99,22,,,,,,,,,,,
2837,7,7.4201,,,,,,,,,,,,
2838,0.42,18,23.1,27.8,,,,,,,,,,
2839,3.8,7.69,54,,,,,,,,,,,
2840,0.55,1.55,1.59,,,,,,,,,,,
2841,3.5,4.5,7,9.25,14,21.99,42.069,58.99,51,,,,,
2842,0.75,,,,,,,,,,,,,
2843,0.44,0.65,2.65,3.49,,,,,,,,,,
2844,1.3,1.75,,,,,,,,,,,,
2845,2.4,2.5,5.19,12.45,25,67.00478203,,,,,,,,
2846,0.42,,,,,,,,,,,,,
2847,0.85,1.7,,,,,,,,,,,,
2848,,,,,,,,,,,,,,
2849,1,,,,,,,,,,,,,
2850,1.5,3.99,69.42,,,,,,,,,,,
2851,1,4,5.55,,,,,,,,,,,
2852,1.85,8.5,9.1,18,,,,,,,,,,
2853,2.13,36,36.5,,,,,,,,,,,
2854,0.4,0.4201811391,4.5,,,,,,,,,,,
2855,0.3,,,,,,,,,,,,,
2856,2.6,,,,,,,,,,,,,
2857,,,,,,,,,,,,,,
2858,0.57,1.55,18,,,,,,,,,,,
2859,0.15,0.36,1.92,5.99,4.75,4.959,,,,,,,,
2860,72,,,,,,,,,,,,,
2861,2.85,2.7,15,,,,,,,,,,,
2862,,,,,,,,,,,,,,
2863,42,72,,,,,,,,,,,,
2864,,,,,,,,,,,,,,
2865,0.3,0.5999,1.4,,,,,,,,,,,
2866,1,3,6,,,,,,,,,,,
2867,0.28,,,,,,,,,,,,,
2868,0.5,0.75,,,,,,,,,,,,
2869,0.35,0.93,1.89,,,,,,,,,,,
2870,0.6,6.75,,,,,,,,,,,,
2871,0.28,,,,,,,,,,,,,
2872,0.499,1.4,2,59,,,,,,,,,,
2873,0.5,0.5898,5,58.96,,,,,,,,,,
2874,0.522,0.7,0.89,,,,,,,,,,,
2875,0.45,1.25,,,,,,,,,,,,
2876,0.41,1.0999,2.2,42,,,,,,,,,,
2877,0.18,,,,,,,,,,,,,
2878,0.9999,,,,,,,,,,,,,
2879,0.27,,,,,,,,,,,,,
2880,,,,,,,,,,,,,,
2881,0.3499,1.25,1.69,,,,,,,,,,,
2882,6.9,,,,,,,,,,,,,
2883,0.6,0.5,12,,,,,,,,,,,
2884,0.38,2.5,3.5,,,,,,,,,,,
2885,,,,,,,,,,,,,,
2886,4.2069,,,,,,,,,,,,,
2887,2.25,,,,,,,,,,,,,
2888,,,,,,,,,,,,,,
2889,0.666,,,,,,,,,,,,,
2890,1.82,34,,,,,,,,,,,,
2891,4.2,4.6,,,,,,,,,,,,
2892,0.64,30.5,,,,,,,,,,,,
2893,3.86,3.99,5.77,,,,,,,,,,,
2894,0.5,0.4,1.4,1.694,5.2,9.1,,,,,,,,
2895,0.32,0.69,3.3,22.89,42,,,,,,,,,
2896,2.14,2.16,9.9999,84,,,,,,,,,,
2897,24,,,,,,,,,,,,,
2898,0.48,0.99,1.5,3.2,,,,,,,,,,
2899,0.435,0.45,0.6969,7,8.2,14.66,,,,,,,,
2900,,,,,,,,,,,,,,
2901,26,,,,,,,,,,,,,
2902,,,,,,,,,,,,,,
2903,2.57,,,,,,,,,,,,,
2904,0.3,0.35,0.3998,,,,,,,,,,,
2905,0.34,1.35,33.33,42.51,48.99,,,,,,,,,
2906,1.41,15,,,,,,,,,,,,
2907,6.99,,,,,,,,,,,,,
2908,0.255,,,,,,,,,,,,,
2909,,,,,,,,,,,,,,
2910,1.5,1.2,13.75,,,,,,,,,,,
2911,0.27,0.39,0.45,1.333,6,6.5,7.7,18,,,,,,
2912,0.44,,,,,,,,,,,,,
2913,0.25,,,,,,,,,,,,,
2914,0.25,0.4,3.59,3.94,,,,,,,,,,
2915,37.3195,39.5,40.55,,,,,,,,,,,
2916,,,,,,,,,,,,,,
2917,,,,,,,,,,,,,,
2918,,,,,,,,,,,,,,
2919,,,,,,,,,,,,,,
2920,,,,,,,,,,,,,,
2921,,,,,,,,,,,,,,
2922,,,,,,,,,,,,,,
2923,,,,,,,,,,,,,,
2924,,,,,,,,,,,,,,
2925,,,,,,,,,,,,,,
2926,,,,,,,,,,,,,,
2927,0.07,0.399,1.25,,,,,,,,,,,
2928,1.5,,,,,,,,,,,,,
2929,0.45,0.5,5.5,,,,,,,,,,,
2930,0.095,0.333,1,,,,,,,,,,,
2931,0.15,0.25,60,,,,,,,,,,,
2932,2.7,6.5,,,,,,,,,,,,
2933,0.5605745238,0.63,0.9,3.9,4.520136675,,,,,,,,,
2934,,,,,,,,,,,,,,
2935,0.321,0.49,,,,,,,,,,,,
2936,0.6789,2,,,,,,,,,,,,
2937,0.19,0.449,0.5796,,,,,,,,,,,
2938,,,,,,,,,,,,,,
2939,,,,,,,,,,,,,,
2940,2.45,4,,,,,,,,,,,,
2941,0.4,0.7799,0.69,,,,,,,,,,,
2942,,,,,,,,,,,,,,
2943,4.1,3.84,,,,,,,,,,,,
2944,3.41,5.29,,,,,,,,,,,,
2945,,,,,,,,,,,,,,
2946,,,,,,,,,,,,,,
2947,14.3,22.99,,,,,,,,,,,,
2948,3.81,6.333,7,4.1,,,,,,,,,,
2949,0.085,0.4,0.8,6.5,39.1,45,33,,,,,,,
2950,10,28,,,,,,,,,,,,
2951,,,,,,,,,,,,,,
2952,0.4,0.9,,,,,,,,,,,,
2953,,,,,,,,,,,,,,
2954,,,,,,,,,,,,,,
2955,2,,,,,,,,,,,,,
2956,0.2,0.4,0.5,4,4.4,7.77,,,,,,,,
2957,0.8,8.3,,,,,,,,,,,,
2958,0.55,0.88,1.8,8,30,,,,,,,,,
2959,0.18,5.5,9.69,,,,,,,,,,,
2960,,,,,,,,,,,,,,
2961,0.32,1.4899,5.53,6.6445,,,,,,,,,,
2962,0.24,0.445,0.65,3.2169,,,,,,,,,,
2963,0.5,,,,,,,,,,,,,
2964,0.26,0.35,,,,,,,,,,,,
2965,0.7,,,,,,,,,,,,,
2966,2.95,,,,,,,,,,,,,
2967,1,43.88,47.445,,,,,,,,,,,
2968,0.134,0.2999,0.45,2.9,3.4,,,,,,,,,
2969,0.35,0.7999,1,2,0,70,,,,,,,,
2970,0.5,15.3,,,,,,,,,,,,
2971,0.2,0.5999,0.9,,,,,,,,,,,
2972,,,,,,,,,,,,,,
2973,0.134,0.2999,0.3999,,,,,,,,,,,
2974,0.137,0.2333,,,,,,,,,,,,
2975,0.13,0.2999,0.5,16.5,25.25,52,,,,,,,,
2976,,,,,,,,,,,,,,
2977,0.137,0.2111,0.35,0.3,0.323,,,,,,,,,
2978,0.145,0.2111,5.47,6.1372,6.89,,,,,,,,,
2979,0.171,0.28,,,,,,,,,,,,
2980,5,,,,,,,,,,,,,
2981,0.137,0.2999,1.55,2.25,3.25,,,,,,,,,
2982,1,1.66,,,,,,,,,,,,
2983,,,,,,,,,,,,,,
2984,1.65,1.97,2.89,,,,,,,,,,,
2985,0.912,1.4999,1.66,17.77,,,,,,,,,,
2986,1.23,,,,,,,,,,,,,
2987,0.4,,,,,,,,,,,,,
2988,0.25,,,,,,,,,,,,,
2989,0.2,3.25,3.5,,,,,,,,,,,
2990,0.95,0.83,1.5,,,,,,,,,,,
2991,0.5,45,,,,,,,,,,,,
2992,0.065,,,,,,,,,,,,,
2993,0.075,,,,,,,,,,,,,
2994,,,,,,,,,,,,,,
2995,0.525,,,,,,,,,,,,,
2996,0.6,,,,,,,,,,,,,
2997,0.17,0.38,,,,,,,,,,,,
2998,0.45,,,,,,,,,,,,,
2999,,,,,,,,,,,,,,
3000,0.6,,,,,,,,,,,,,
3001,0.24,,,,,,,,,,,,,
3002,0.32,5.2,8.91,13.8,,,,,,,,,,
3003,19,,,,,,,,,,,,,
3004,15.7,38,37.25,36.5,,,,,,,,,,
3005,33,41.9,43.5,,,,,,,,,,,
3006,42.5,,,,,,,,,,,,,
3007,18,,,,,,,,,,,,,
3008,,,,,,,,,,,,,,
3009,,,,,,,,,,,,,,
3010,,,,,,,,,,,,,,
3011,15.9,,,,,,,,,,,,,
3012,,,,,,,,,,,,,,
3013,0.34,1.1025,3.49,,,,,,,,,,,
3014,6,,,,,,,,,,,,,
3015,1.082,1.4899,3.33,3.8,2.68,3.75,,,,,,,,
3016,0.15,29.5,,,,,,,,,,,,
3017,0.3,1.4,1.3,42.69,,,,,,,,,,
3018,2.99,,,,,,,,,,,,,
3019,0.13,,,,,,,,,,,,,
3020,,,,,,,,,,,,,,
3021,0.124,0.34,0.56,,,,,,,,,,,
3022,46,,,,,,,,,,,,,
3023,0.145,0.32,,,,,,,,,,,,
3024,0.145,1.205,1.776,,,,,,,,,,,
3025,0.135,30.781,,,,,,,,,,,,
3026,,,,,,,,,,,,,,
3027,0.25,,,,,,,,,,,,,
3028,0.22,0.438,26.069,34.33,,,,,,,,,,
3029,0.15,0.45,1.027,1.1999,3.5,7.5,,,,,,,,
3030,0.19,0.39,,,,,,,,,,,,
3031,0.15,0.525,,,,,,,,,,,,
3032,0.19,0.3069,13.839208,,,,,,,,,,,
3033,0.35,0.7,,,,,,,,,,,,
3034,0.24,,,,,,,,,,,,,
3035,,,,,,,,,,,,,,
3036,0.095,0.46,,,,,,,,,,,,
3037,0.0925,1.75,1.5,1.745,,,,,,,,,,
3038,,,,,,,,,,,,,,
3039,,,,,,,,,,,,,,
3040,0.1,0.35,2.94,3.94,5.48,6.4,11,15.275,,,,,,
3041,0.52,1.5,1.7499,10,37,45.98,24.02,,,,,,,
3042,,,,,,,,,,,,,,
3043,0.139,0.55,,,,,,,,,,,,
3044,0.46,0.64,,,,,,,,,,,,
3045,0.094,0.239,3.9888,,,,,,,,,,,
3046,25,,,,,,,,,,,,,
3047,0.15,0.199,0.299,0.4295,8,,,,,,,,,
3048,0.9,1.75,2.25,12,,,,,,,,,,
3049,0.99,1.9,,,,,,,,,,,,
3050,0.15,0.79,7.5,7.8,43,,,,,,,,,
3051,0.47,,,,,,,,,,,,,
3052,,,,,,,,,,,,,,
3053,7.5,,,,,,,,,,,,,
3054,0.45,,,,,,,,,,,,,
3055,0.1,0.32,0.5,33.3333,34.5,38.7,39.9,,,,,,,
3056,0.3,0.6,,,,,,,,,,,,
3057,0.24,0.9,6.5,,,,,,,,,,,
3058,0.35,1.93,2.4545,3.59,9.6,18,19,22.99,36.99,,,,,
3059,0.21,0.5,,,,,,,,,,,,
3060,0.27,,,,,,,,,,,,,
3061,0.197,0.45,,,,,,,,,,,,
3062,5,28,,,,,,,,,,,,
3063,0.192,0.3888,0.45,5,6.88,,,,,,,,,
3064,3.11,6,10.999,,,,,,,,,,,
3065,,,,,,,,,,,,,,
3066,,,,,,,,,,,,,,
3067,,,,,,,,,,,,,,
3068,,,,,,,,,,,,,,
3069,,,,,,,,,,,,,,
3070,0.62,0.94,,,,,,,,,,,,
3071,39.6969,,,,,,,,,,,,,
3072,1.1,,,,,,,,,,,,,
3073,,,,,,,,,,,,,,
3074,0.52,0.2999,10.4,1.3,,,,,,,,,,
3075,0.4,,,,,,,,,,,,,
3076,,,,,,,,,,,,,,
3077,4.2069,60,,,,,,,,,,,,
3078,0.49,1,,,,,,,,,,,,
3079,0.88,6.245,7.3,,,,,,,,,,,
3080,0.51,,,,,,,,,,,,,
3081,0.59,11.9999,,,,,,,,,,,,
3082,1.37,2,3.875,4.49,6.9,13.5,16.75,33.02,39.99,40,,,,
3083,0.4,0.55,1.75,3.99,44,,,,,,,,,
3084,3.4,7.089,36,37,,,,,,,,,,
3085,0.35,0.3,,,,,,,,,,,,
3086,1,2.75,,,,,,,,,,,,
3087,1,5.95,7.25,20.5,23.5,,,,,,,,,
3088,7.5,,,,,,,,,,,,,
3089,0.64,,,,,,,,,,,,,
3090,1.2,4,18,44.9999,,,,,,,,,,
3091,0.64,3.5,32,,,,,,,,,,,
3092,1.5,1.9288,,,,,,,,,,,,
3093,0.76,0.9306,,,,,,,,,,,,
3094,2,4.3,36.25,,,,,,,,,,,
3095,7.7,,,,,,,,,,,,,
3096,21,,,,,,,,,,,,,
3097,0.7,,,,,,,,,,,,,
3098,0.38,0.69,,,,,,,,,,,,
3099,7,7.3,8.88,16.6666,32.51,,,,,,,,,
3100,0.26,0.901,0.949,9.9,9,,,,,,,,,
3101,,,,,,,,,,,,,,
3102,1.25,1.99,2.77,3.29,4.2,4.333,,,,,,,,
3103,,,,,,,,,,,,,,
3104,,,,,,,,,,,,,,
3105,6,,,,,,,,,,,,,
3106,,,,,,,,,,,,,,
3107,,,,,,,,,,,,,,
3108,3.6952,11,,,,,,,,,,,,
3109,,,,,,,,,,,,,,
3110,0.1999,0.166,0.2999,2.48,2.52,3.45,,,,,,,,
3111,,,,,,,,,,,,,,
3112,0.079,1.888,2.45,,,,,,,,,,,
3113,1.5,,,,,,,,,,,,,
3114,1.4,,,,,,,,,,,,,
3115,0.899,1,1.39,1.99,,,,,,,,,,
3116,0.999,1.5,3.5,3.5,4.88,,,,,,,,,
3117,,,,,,,,,,,,,,
3118,1.499,50,,,,,,,,,,,,
3119,,,,,,,,,,,,,,
3120,0.35,5,10,,,,,,,,,,,
3121,0.609,1.7,1.93,,,,,,,,,,,
3122,0.99,2.99,3.7,,,,,,,,,,,
3123,0.3,3,,,,,,,,,,,,
3124,0.74,1.2,1.55,2.25,3.75,3.95,,,,,,,,
3125,0.8565,0.99,1.224,1.56,3.99,2.52,2.849,7.88,,,,,,
3126,0.1,1.1,,,,,,,,,,,,
3127,,,,,,,,,,,,,,
3128,,,,,,,,,,,,,,
3129,3.125,3.6,,,,,,,,,,,,
3130,0.45,3.98,,,,,,,,,,,,
3131,0.4,1.2,4,,,,,,,,,,,
3132,0.4,0.9999,2,2.5,,,,,,,,,,
3133,35,48.5,,,,,,,,,,,,
3134,0.34,0.5,0.9,,,,,,,,,,,
3135,,,,,,,,,,,,,,
3136,0.175,4.1,5.19,,,,,,,,,,,
3137,0.3,0.5114401036,,,,,,,,,,,,
3138,0.4,35,39.69,,,,,,,,,,,
3139,0.189,0.55,42,,,,,,,,,,,
3140,0.175,1.08,1.135,6.99,4.25,48,,,,,,,,
3141,0.12,0.38,0.48,0.809,1.067,1.5,1.5999,33,36.99,,,,,
3142,0.115,0.189,0.5,1.25,1.54,2.6,,,,,,,,
3143,0.14,,,,,,,,,,,,,
3144,2.5,2.44256164,11.39555001,12.45016867,68,,,,,,,,,
3145,,,,,,,,,,,,,,
3146,,,,,,,,,,,,,,
3147,,,,,,,,,,,,,,
3148,0.12,,,,,,,,,,,,,
3149,,,,,,,,,,,,,,
3150,,,,,,,,,,,,,,
3151,0.8,27.4,35.55,,,,,,,,,,,
3152,2.055460698,,,,,,,,,,,,,
3153,0.8,0.882,0.45,6.5,10,25.55,50,,,,,,,
3154,4.2,4.32,,,,,,,,,,,,
3155,15.25,19.9,,,,,,,,,,,,
3156,14.75,45,,,,,,,,,,,,
3157,27.45,,,,,,,,,,,,,
3158,14.5,18.75,,,,,,,,,,,,
3159,10,,,,,,,,,,,,,
3160,6,,,,,,,,,,,,,
3161,1.7,1.9,,,,,,,,,,,,
3162,,,,,,,,,,,,,,
3163,1.98,,,,,,,,,,,,,
3164,,,,,,,,,,,,,,
3165,2.7,4.2069,,,,,,,,,,,,
3166,2.5,2.65,2.75,3.5,,,,,,,,,,
3167,1.7,,,,,,,,,,,,,
3168,1.1,1.5,2.817,5,4.2,,,,,,,,,
3169,2.1,14.39,,,,,,,,,,,,
3170,1.5,,,,,,,,,,,,,
3171,2.1,,,,,,,,,,,,,
3172,,,,,,,,,,,,,,
3173,,,,,,,,,,,,,,
3174,2.7,9.5,,,,,,,,,,,,
3175,1.85,,,,,,,,,,,,,
3176,0.959,1.978,6.19,7.85,8.159,,,,,,,,,
3177,1.5,1.6,5,,,,,,,,,,,
3178,8,,,,,,,,,,,,,
3179,0.3,1.25,60,,,,,,,,,,,
3180,0.4,0.6,3,,,,,,,,,,,
3181,1,,,,,,,,,,,,,
3182,0.142,0.9,,,,,,,,,,,,
3183,,,,,,,,,,,,,,
3184,14.65,,,,,,,,,,,,,
3185,0.33,0.32,8.295830156,13.41,16.969,,,,,,,,,
3186,1.9,2.49,1.99,1.991,3.8,,,,,,,,,
3187,2,,,,,,,,,,,,,
3188,0.42,,,,,,,,,,,,,
3189,1,8,,,,,,,,,,,,
3190,0.7,,,,,,,,,,,,,
3191,0.0911,1.45,1.99,2.6,,,,,,,,,,
3192,1,,,,,,,,,,,,,
3193,0.13,0.35,0.47,15,13.561,16.15,49.5,,,,,,,
3194,0.14,0.166,0.3999,,,,,,,,,,,
3195,0.15,0.55,,,,,,,,,,,,
3196,0.14,0.199,0.3,0.6,1.94,2.5,15.8,,,,,,,
3197,0.17,0.69,57.5,,,,,,,,,,,
3198,0.1,0.6,,,,,,,,,,,,
3199,0.17,,,,,,,,,,,,,
3200,0.11,0.49,0.6,3,4.6,6.729,6.99,30,39.25,47.2,,,,
3201,0.12,1.1119,,,,,,,,,,,,
3202,3,9.99,,,,,,,,,,,,
3203,41.69,,,,,,,,,,,,,
3204,0.14,,,,,,,,,,,,,
3205,0.95,5,,,,,,,,,,,,
3206,0.959,4.4,3.87,,,,,,,,,,,
3207,1.98,41.78,44,,,,,,,,,,,
3208,0.91,0.95,3.127,3.5999,,,,,,,,,,
3209,0.959,9.3,50,,,,,,,,,,,
3210,0.91,1.75,1.75,5.9,,,,,,,,,,
3211,2.8,8.95,10.75,,,,,,,,,,,
3212,1.98,,,,,,,,,,,,,
3213,0.91,1.39,,,,,,,,,,,,
3214,1.5,2.99,6.4999,,,,,,,,,,,
3215,1.7,,,,,,,,,,,,,
3216,1.8,2.285,6.5,40.01,45,49,,,,,,,,
3217,0.91,27.5,30,39.89,,,,,,,,,,
3218,1.2,3.55,,,,,,,,,,,,
3219,2.5,3.105,5.044,5.5,7.99,,,,,,,,,
3220,1.3,,,,,,,,,,,,,
3221,,,,,,,,,,,,,,
3222,1.45,,,,,,,,,,,,,
3223,2.5,5,9,12.98,,,,,,,,,,
3224,1.8,50,,,,,,,,,,,,
3225,0.3,4.5,6.88,7.11,7.75,8.1,,,,,,,,
3226,0.6,1.75,,,,,,,,,,,,
3227,0.25,0.95,1.89,8.45,,,,,,,,,,
3228,,,,,,,,,,,,,,
3229,,,,,,,,,,,,,,
3230,1.3,2.22,3.99,40,39.8,44,,,,,,,,
3231,2.68E-07,,,,,,,,,,,,,
3232,40,,,,,,,,,,,,,
3233,4,6.9,7.776956019,15.5,17.98,13.6,38,,,,,,,
3234,,,,,,,,,,,,,,
3235,20,,,,,,,,,,,,,
3236,0.4,,,,,,,,,,,,,
3237,0.24,1.49,1.7,,,,,,,,,,,
3238,2.1,3.09,4.8,47.8,,,,,,,,,,
3239,0.22,7.31,,,,,,,,,,,,
3240,0.4,0.45,0.65,,,,,,,,,,,
3241,0.49,1.79,40,,,,,,,,,,,
3242,0.21,0.49,3.107,3.4888,3.15,52,,,,,,,,
3243,5.5,17,,,,,,,,,,,,
3244,0.5,3.5,5.75,,,,,,,,,,,
3245,0.22,0.35,0.44,0.77,,,,,,,,,,
3246,,,,,,,,,,,,,,
3247,,,,,,,,,,,,,,
3248,0.48,1.85,,,,,,,,,,,,
3249,0.37,0.3999,,,,,,,,,,,,
3250,,,,,,,,,,,,,,
3251,,,,,,,,,,,,,,
3252,16,41.19,51,,,,,,,,,,,
3253,42.5,,,,,,,,,,,,,
3254,19,,,,,,,,,,,,,
3255,,,,,,,,,,,,,,
3256,,,,,,,,,,,,,,
3257,18.888,22.5,,,,,,,,,,,,
3258,,,,,,,,,,,,,,
3259,,,,,,,,,,,,,,
3260,,,,,,,,,,,,,,
3261,0.29,,,,,,,,,,,,,
3262,0.504,53.5,,,,,,,,,,,,
3263,5,,,,,,,,,,,,,
3264,0.15,0.31,0.3791488156,38,,,,,,,,,,
3265,0.3,0.51,3.5,8.4,66,,,,,,,,,
3266,,,,,,,,,,,,,,
3267,0.25,6.2,,,,,,,,,,,,
3268,0.35,,,,,,,,,,,,,
3269,0.45,0.57,0.96,,,,,,,,,,,
3270,3.34,5,17.9,24.95,66,,,,,,,,,
3271,0.11,2.8,3.49,6.95,24.9,,,,,,,,,
3272,0.12,1.25,8,14,49,,,,,,,,,
3273,0.12,0.222,0.66,,,,,,,,,,,
3274,0.13,0.3,6.1,7.2,5.45,6.5,6.6,13.96,45,,,,,
3275,3.5,,,,,,,,,,,,,
3276,0.0911,,,,,,,,,,,,,
3277,0.333,,,,,,,,,,,,,
3278,0.85,1.11,10,,,,,,,,,,,
3279,0.36,31,,,,,,,,,,,,
3280,0.495,6.42,39,,,,,,,,,,,
3281,0.475,,,,,,,,,,,,,
3282,1.95,3.6,,,,,,,,,,,,
3283,0.45,0.45,,,,,,,,,,,,
3284,4.9,,,,,,,,,,,,,
3285,7.95,8.25,,,,,,,,,,,,
3286,0.395,12,,,,,,,,,,,,
3287,18.95,,,,,,,,,,,,,
3288,2.79,5.2,,,,,,,,,,,,
3289,0.85,0.85,2,12.5,35,,,,,,,,,
3290,3.45,5.64,,,,,,,,,,,,
3291,0.475,7.49,9.5,15.9,26.4,39,,,,,,,,
3292,0.395,4,14.2,14,19,,,,,,,,,
3293,0.61,4.5,17,60,,,,,,,,,,
3294,0.298,1.079,1.49,1.828,1.95,2.95,15.75,,,,,,,
3295,0.395,1.8,1.8,2,4,,,,,,,,,
3296,0.295,2.53,3.45,3.99,7.95,8.65,18,,,,,,,
3297,1.49,,,,,,,,,,,,,
3298,1.25,0.55,2.5,3,,,,,,,,,,
3299,0.65,,,,,,,,,,,,,
3300,0.59,,,,,,,,,,,,,
3301,0.4,,,,,,,,,,,,,
3302,0.375,34,42.9,,,,,,,,,,,
3303,0.4,,,,,,,,,,,,,
3304,0.48,,,,,,,,,,,,,
3305,3.78,3.88,4.9,6.95,19,,,,,,,,,
3306,8.88,13.88,14.92,42.8,,,,,,,,,,
3307,6.09,,,,,,,,,,,,,
3308,,,,,,,,,,,,,,
3309,,,,,,,,,,,,,,
3310,0.4,5,5.49,,,,,,,,,,,
3311,0.395,6.7,,,,,,,,,,,,
3312,7.77,25,,,,,,,,,,,,
3313,0.64,,,,,,,,,,,,,
3314,1.05,1.9,13.95,15.75,,,,,,,,,,
3315,0.5,4,5.2,5.9797,16,13.2,,,,,,,,
3316,2.3,2.2,,,,,,,,,,,,
3317,3.98,,,,,,,,,,,,,
