0,0.01
2787,25.149,48.0
2788,25.149
2789,25.149
2790,22.6341,0.82
2791,25.149,0.4
2792,25.90347,0.9
2793,25.149,0.88
2794,25.90347,20.0
2795,25.149,39.7777
2796,25.149,2.0
2797,25.90347,2.0
2798,25.149,5.58
2799,25.149,6.1
2800,25.90347
2801,25.149,3.5
2802,25.149,10.9
2803,25.149,43.5
2804,25.149,15.0
2805,25.149,4.69
2806,25.149,4.0
2807,25.149,1.0
2808,25.149
2809,25.149,59.0
2810,25.149,3.1
2811,25.149,2.0
2812,29.0,39.0
2813,20.1192,7.0
2814,25.149,1.66
2815,25.149,14.969
2816,25.149,0.5
2817,25.149,37.0
2818,25.149,45.0
2819,25.149,35.0
2820,25.149,3.45
2821,25.149,1.15
2822,25.149,90.0
2823,25.149
2824,22.6341,0.1666
2825,25.149
2826,25.149,2.7897
2827,25.90347
2828,25.149,51.69
2829,25.149,4.268
2830,25.149,2.62
2831,22.6341,6.84
2832,25.149,0.41
2833,25.149,3.7
2834,25.149,1.9
2835,20.1192,3.0
2836,25.149,22.0
2837,25.149,7.4201
2838,25.149,27.8
2839,25.149,54.0
2840,25.149,1.59
2841,25.149,51.0
2842,25.149,0.75
2843,25.149,3.49
2844,25.149,1.75
2845,25.149,67.00478203125
2846,22.6341,0.42
2847,25.149,1.7
2848,25.149
2849,25.149,1.0
2850,25.149,69.42
2851,25.15,5.55
2852,20.1192,18.0
2853,25.149,36.5
2854,25.149,4.5
2855,22.6341,0.3
2856,25.90347,2.6
2857,25.90347
2858,20.1192,18.0
2859,22.6341,4.959
2860,25.149,72.0
2861,25.90347,15.0
2862,25.149
2863,25.149,72.0
2864,25.149
2865,25.149,1.4
2866,25.149,6.0
2867,25.149,0.28
2868,25.149,0.75
2869,25.149,1.89
2870,25.90347,6.75
2871,25.149,0.28
2872,25.149,59.0
2873,25.90347,58.96
2874,25.149,0.89
2875,25.149,1.25
2876,25.149,42.0
2877,25.149,0.18
2878,25.90347,0.9999
2879,25.149,0.27
2880,25.149
2881,25.149,1.69
2882,25.90347,6.9
2883,25.149,12.0
2884,25.149,3.5
2885,25.90347
2886,25.149,4.2069
2887,25.90347,2.25
2888,25.149
2889,25.149,0.666
2890,25.149,34.0
2891,25.149,4.6
2892,0,30.5
2893,25.149,5.77
2894,25.149,9.1
2895,25.149,42.0
2896,25.90347,84.0
2897,25.149,24.0
2898,25.149,3.2
2899,25.149,14.66
2900,25.149
2901,25.149,26.0
2902,25.90347
2903,25.149,2.57
2904,20.1192,0.3998
2905,25.149,48.99
2906,44.9,15.0
2907,25.149,6.99
2908,20.1192,0.255
2909,25.149
2910,25.149,13.75
2911,25.149,18.0
2912,25.149,0.44
2913,20.1192,0.25
2914,25.149,3.94
2915,25.149,40.55
2916,25.149
2917,25.149
2918,20.1192
2919,25.149
2920,25.90347
2921,25.149
2922,25.149
2923,25.149
2924,25.149
2925,20.1192
2926,25.149
2927,25.149,1.25
2928,25.149,1.5
2929,25.149,5.5
2930,25.149,1.0
2931,25.149,60.0
2932,25.149,6.5
2933,25.149,4.52013667529633
2934,25.149
2935,25.149,0.49
2936,25.149,2.0
2937,25.149,0.5796
2938,25.149
2939,25.149
2940,25.149,4.0
2941,25.149,0.69
2942,25.149
2943,25.149,3.84
2944,25.149,5.29
2945,23.89155
2946,25.149
2947,25.149,22.99
2948,25.149,4.1
2949,25.149,33.0
2950,25.149,28.0
2951,25.149
2952,25.149,0.9
2953,25.149
2954,25.149
2955,25.149,2.0
2956,25.149,7.77
2957,25.149,8.3
2958,25.149,30.0
2959,25.149,9.69
2960,25.149
2961,25.149,6.6445
2962,25.149,3.2169
2963,25.149,0.5
2964,25.149,0.35
2965,25.149,0.7
2966,25.149,2.95
2967,22.6341,47.445
2968,25.149,3.4
2969,25.149,70.0
2970,25.149,15.3
2971,25.149,0.9
2972,25.149
2973,25.149,0.3999
2974,25.149,0.2333
2975,25.149,52.0
2976,25.149
2977,25.149,0.323
2978,25.149,6.89
2979,25.149,0.28
2980,25.90347,5.0
2981,25.149,3.25
2982,25.149,1.66
2983,25.149
2984,25.149,2.89
2985,25.90347,17.77
2986,25.90347,1.23
2987,25.149,0.4
2988,25.149,0.25
2989,20.1192,3.5
2990,25.149,1.5
2991,25.149,45.0
2992,25.149,0.065
2993,25.149,0.075
2994,25.90347
2995,25.149,0.525
2996,25.149,0.6
2997,25.149,0.38
2998,25.149,0.45
2999,25.149
3000,25.149,0.6
3001,25.149,0.24
3002,25.149,13.8
3003,25.149,19.0
3004,25.149,36.5
3005,25.149,43.5
3006,25.149,42.5
3007,25.149,18.0
3008,20.1192
3009,25.149
3010,22.6341
3011,25.149,15.9
3012,22.6341
3013,25.149,3.49
3014,25.149,6.0
3015,25.149,3.75
3016,25.149,29.5
3017,25.149,42.69
3018,25.90347,2.99
3019,25.149,0.13
3020,25.149
3021,25.149,0.56
3022,25.149,46.0
3023,25.149,0.32
3024,25.149,1.776
3025,25.149,30.781
3026,25.149
3027,25.149,0.25
3028,25.149,34.33
3029,25.149,7.5
3030,25.149,0.39
3031,25.149,0.525
3032,25.149,13.839208003334722
3033,25.149,0.7
3034,20.1192,0.24
3035,25.149
3036,25.149,0.46
3037,25.149,1.745
3038,25.149
3039,25.149
3040,20.1192,15.275
3041,20.1192,24.02
3042,20.1192
3043,25.149,0.55
3044,25.149,0.64
3045,25.149,3.9888
3046,25.90347,25.0
3047,25.149,8.0
3048,25.90347,12.0
3049,25.90347,1.9
3050,25.149,43.0
3051,20.1192,0.47
3052,25.149
3053,25.149,7.5
3054,25.149,0.45
3055,20.1192,39.9
3056,25.149,0.6
3057,25.149,6.5
3058,25.149,36.99
3059,25.149,0.5
3060,25.149,0.27
3061,25.149,0.45
3062,25.90347,28.0
3063,25.149,6.88
3064,25.90347,10.999
3065,25.149
3066,25.149
3067,25.149
3068,25.149
3069,25.149
3070,25.149,0.94
3071,25.149,39.6969
3072,25.90347,1.1
3073,25.149
3074,25.149,1.3
3075,25.149,0.4
3076,25.149
3077,25.149,60.0
3078,25.149,1.0
3079,25.149,7.3
3080,25.149,0.51
3081,22.6341,11.9999
3082,25.149,40.0
3083,20.1192,44.0
3084,22.6341,37.0
3085,25.149,0.3
3086,25.149,2.75
3087,25.149,23.5
3088,25.149,7.5
3089,25.149,0.64
3090,25.149,44.9999
3091,25.149,32.0
3092,25.149,1.9288
3093,20.1192,0.9306
3094,25.149,36.25
3095,25.149,7.7
3096,25.149,21.0
3097,25.149,0.7
3098,25.149,0.69
3099,25.149,32.51
3100,25.149,9.0
3101,25.149
3102,20.1192,4.333
3103,25.90347
3104,25.149
3105,25.90347,6.0
3106,25.149
3107,25.149
3108,25.149,11.0
3109,25.149
3110,25.149,3.45
3111,25.149
3112,25.149,2.45
3113,20.1192,1.5
3114,25.149,1.4
3115,25.149,1.99
3116,25.149,4.88
3117,25.149
3118,25.90347,50.0
3119,25.90347
3120,25.149,10.0
3121,22.6341,1.93
3122,25.149,3.7
3123,25.149,3.0
3124,25.149,3.95
3125,25.149,7.88
3126,25.149,1.1
3127,25.149
3128,25.149
3129,25.149,3.6
3130,25.149,3.98
3131,25.149,4.0
3132,25.15,2.5
3133,25.149,48.5
3134,25.149,0.9
3135,25.149
3136,25.149,5.19
3137,25.149,0.5114401036475982
3138,25.149,39.69
3139,25.149,42.0
3140,25.149,48.0
3141,20.1192,36.99
3142,25.149,2.6
3143,25.149,0.14
3144,25.149,68.0
3145,25.149
3146,25.149
3147,20.1192
3148,25.149,0.12
3149,25.90347
3150,25.149
3151,25.149,35.55
3152,25.90347,2.0554606984485746
3153,25.149,50.0
3154,25.149,4.32
3155,25.149,19.9
3156,25.149,45.0
3157,25.149,27.45
3158,25.149,18.75
3159,25.149,10.0
3160,25.149,6.0
3161,25.149,1.9
3162,25.149
3163,25.149,1.98
3164,25.149
3165,25.149,4.2069
3166,25.149,3.5
3167,22.6341,1.7
3168,25.149,4.2
3169,25.149,14.39
3170,25.149,1.5
3171,25.149,2.1
3172,25.149
3173,25.149
3174,25.149,9.5
3175,25.149,1.85
3176,25.149,8.159
3177,25.149,5.0
3178,25.149,8.0
3179,25.149,60.0
3180,25.149,3.0
3181,25.149,1.0
3182,25.149,0.9
3183,25.149
3184,25.90347,14.65
3185,25.149,16.969
3186,25.149,3.8
3187,25.90347,49.69
3188,25.149,0.42
3189,25.149,8.0
3190,22.6341,0.7
3191,25.149,2.6
3192,25.149,1.0
3193,25.149,49.5
3194,25.149,0.3999
3195,25.149,0.55
3196,25.149,15.8
3197,25.149,57.5
3198,25.149,0.6
3199,25.149,0.17
3200,25.149,47.2
3201,25.90347,1.1119
3202,25.149,9.99
3203,25.149,41.69
3204,22.6341,0.14
3205,25.149,5.0
3206,25.149,3.87
3207,25.149,44.0
3208,22.6341,3.5999
3209,25.149,50.0
3210,25.149,5.9
3211,25.149,10.75
3212,25.149,1.98
3213,25.149,1.39
3214,25.149,6.4999
3215,25.149,1.7
3216,25.149,49.0
3217,25.149,39.89
3218,25.149,3.55
3219,66.8,7.99
3220,25.149,1.3
3221,25.149
3222,22.6341,1.45
3223,25.149,12.98
3224,25.149,50.0
3225,25.149,8.1
3226,25.149,1.75
3227,25.149,8.45
3228,25.149
3229,25.149
3230,25.149,44.0
3231,25.149,2.675e-07
3232,25.149,40.0
3233,25.149,38.0
3234,25.149
3235,25.149,20.0
3236,25.90347,0.4
3237,25.149,1.7
3238,25.149,47.8
3239,20.1192,7.31
3240,25.149,0.65
3241,43.0,40.0
3242,25.149,52.0
3243,25.149,17.0
3244,25.149,5.75
3245,20.1192,0.77
3246,25.149
3247,25.149
3248,25.149,1.85
3249,25.149,0.3999
3250,25.149
3251,25.149
3252,25.149,51.0
3253,25.149,42.5
3254,25.149,19.0
3255,25.149
3256,25.149
3257,20.1192,22.5
3258,25.149
3259,25.15
3260,25.149
3261,25.149,0.29
3262,25.149,53.5
3263,25.149,5.0
3264,25.149,38.0
3265,25.149,66.0
3266,20.1192
3267,25.149,6.2
3268,25.149,0.35
3269,25.149,0.96
3270,25.149,66.0
3271,25.149,24.9
3272,25.149,49.0
3273,25.149,0.66
3274,25.149,45.0
3275,25.90347,3.5
3276,25.149,0.0911
3277,25.149,0.333
3278,25.149,10.0
3279,25.149,31.0
3280,25.149,39.0
3281,25.149,0.475
3282,25.149,3.6
3283,25.149,0.45
3284,25.90347,4.9
3285,25.149,8.25
3286,25.149,12.0
3287,25.149,18.95
3288,25.149,5.2
3289,25.149,35.0
3290,25.90347,5.64
3291,25.149,39.0
3292,25.149,19.0
3293,25.149,60.0
3294,25.149,15.75
3295,25.149,4.0
3296,25.149,18.0
3297,25.149,1.49
3298,25.149,3.0
3299,25.149,0.65
3300,25.149,0.59
3301,25.149,0.4
3302,25.149,42.9
3303,25.149,0.4
3304,25.149,0.48
3305,25.149,19.0
3306,25.149,42.8
3307,25.149,6.09
3308,25.149
3309,25.149
3310,25.149,5.49
3311,25.149,6.7
3312,20.1192,25.0
3313,25.149,0.64
3314,25.149,15.75
3315,25.149,13.2
3316,25.149,2.2
3317,25.149,3.98
3318,20.1192,0.35
3319,25.149,1.869
3320,25.149,0.45
3321,25.149,0.3
3322,22.6341,58.88
3323,25.149,0.75
3324,25.149,0.6
3325,25.149,0.25
3326,25.149
3327,25.15,0.2
3328,20.1192,33.0
3329,25.149,0.349
3330,25.149,4.97
3331,25.149,0.35
3332,25.149,0.6
3333,25.149,5.4321
3334,25.149,0.25
3335,25.149,2.5
3336,25.149,40.0
3337,25.149,6.79
3338,25.149,0.4999
3339,22.6341,0.39
3340,25.149,4.75
3341,25.149,45.0
3342,25.149,5.77
3343,25.149,0.65
3344,25.15,25.5
3345,25.149,32.0
3346,25.149,1.6256
3347,25.149,35.74
3348,25.149,65.0
3349,25.149,39.8
3350,25.149,0.25
3351,25.149,0.75
3352,25.149,0.85
3353,25.149,49.0
3354,25.149,0.77
3355,25.149,0.3
3356,25.149,3.0
3357,25.149,27.0
3358,25.149,0.32
3359,25.149,3.0
3360,25.149,8.48
3361,20.1192,30.0
3362,25.149,2.32
3363,25.149,49.0
3364,25.149,10.0
3365,25.90347,32.0
3366,25.149,50.0
3367,25.149,0.2
3368,25.149,29.5
3369,25.90347,0.35
3370,25.149,53.5
3371,25.149,0.96
3372,25.149,1.5
3373,25.149,2.5
3374,25.90347,49.0
3375,25.149,31.0
3376,25.149,2.2
3377,22.6341,8.5
3378,25.149,0.989
3379,25.149,54.0
3380,25.149,1.3
3381,25.149,38.6
3382,25.149,0.32
3383,25.149,0.28
3384,25.149,40.0
3385,25.90347,3.0
3386,25.149,5.85
3387,25.149,48.0
3388,25.149,5.02
3389,25.149,0.24
3390,22.6341,2.35
3391,25.149,0.2
3392,25.149,0.4555
3393,25.149,15.0
3394,25.149,0.24
3395,25.149
3396,25.149,1.0
3397,25.149,16.0
3398,25.149,69.0
3399,25.90347,9.8888
3400,25.149,49.0
3401,25.149,1.6
3402,25.149,5.3
3403,22.6341,42.0
3404,25.149,9.0
3405,25.149,7.9
3406,25.149,1.9
3407,25.149,2.3
3408,25.149,0.38
3409,25.149,4.2
3410,25.149
3411,25.90347
3412,25.149,6.75
3413,25.90347,2.25
3414,25.149,3.59
3415,25.149,28.0
3416,22.6341,2.8
3417,25.149,41.79
3418,25.149,4.49
3419,25.149,7.0
3420,25.149,7.95
3421,22.6341,5.724
3422,25.149,18.49
3423,25.149,0.51
3424,25.149,6.74
3425,25.90347,3.5
3426,20.1192,1.46
3427,22.6341,1.7
3428,25.149,0.2
3429,25.149,9.9
3430,25.149,3.49
3431,25.149,4.99
3432,25.149
3433,25.149,0.29
3434,22.6341,35.0
3435,25.90347,5.99
3436,25.149,50.0
3437,55.0,6.99
3438,25.149,32.0
3439,25.90347,3.0
3440,25.149,0.1
3441,25.15,0.77
3442,25.149,40.0
3443,25.149,0.1
3444,25.149
3445,25.149,0.399
3446,25.149,30.0
3447,25.149,5.0
3448,25.149,3.75
3449,25.149,1.9
3450,22.6341,3.3
3451,25.149,3.0
3452,25.149,39.4
3453,25.149,10.0
3454,25.149,7.23
3455,25.149,1.5
3456,25.149,0.55
3457,25.149,0.56
3458,25.149,45.0
3459,25.149,14.9
3460,25.149
3461,25.149,52.0
3462,25.149,74.0
3463,0.01,30.49
3464,25.149,0.55
3465,25.149,43.0
3466,25.149,2.2489
3467,25.149,2.95
3468,25.149,3.0
3469,25.149,18.0
3470,25.149,0.7
3471,25.149,0.07
3472,25.149,0.25
3473,25.149,1.075
3474,25.149,42.5
3475,25.149,4.79
3476,25.149,0.2
3477,25.90347,0.9
3478,25.149,0.35
3479,25.149,3.5
3480,20.1192,0.28
3481,25.149,15.0
3482,25.149,0.41
3483,25.149,55.0
3484,25.149,1.45
3485,25.149,54.6
3486,22.6341,3.99
3487,25.149,33.0
3488,25.149,5.5
3489,25.149,0.32
3490,25.149,42.0
3491,25.149,49.0
3492,25.149,5.0
3493,25.149,16.5
3494,25.149,6.95
3495,25.149,1.6989999999999998
3496,25.149,0.95
3497,25.149
3498,25.149,45.0
3499,25.149
3500,22.6341,1.5
3501,25.149,9.9
3502,25.149,6.0
3503,25.149,77.77
3504,25.149,1.9
3505,25.149,3.5
3506,25.149,38.0
3507,25.149,0.55
3508,25.149,0.35
3509,25.149,3.0
3510,25.149,0.9
3511,25.149,16.0
3512,25.149,0.65
3513,25.149,0.95
3514,25.149
3515,25.149,4.5
3516,25.149,10.0
3517,25.149,5.411730989682843
3518,25.149,25.0
3519,25.149,50.0
3520,25.149,15.295826964054104
3521,25.149,49.44390951313993
3522,25.149,0.75
3523,25.149,39.0
3524,25.149,8.0
3525,25.149
3526,25.149,1.45
3527,25.149,23.19
3528,25.149,2.1
3529,25.15,15.0
3530,25.149,9.25
3531,25.149,4.99
3532,25.149,0.61
3533,25.149,7.9
3534,25.149,8.0
3535,25.149,45.0
3536,25.149,65.0
3537,25.149,27.0
3538,25.149,0.5
3539,25.149,1.3
3540,25.149,4.9999
3541,25.149,6.949
3542,25.149,11.0
3543,25.149,11.89
3544,25.149,3.2
3545,25.149,45.0
3546,25.149,2.0
3547,25.149,1.0
3548,20.1192,8.0
3549,25.149,1.0
3550,25.149,3.0
3551,25.149,36.9
3552,25.149,2.7
3553,25.149,74.7777
3554,25.149,1.55
3555,25.149,1.0
3556,25.149,1.99
3557,25.149,1.5
3558,25.149,69.0
3559,22.6341,40.0
3560,25.149,22.5
3561,25.149,55.0
3562,25.90347,5.0
3563,23.89155,8.88
3564,25.149,0.6
3565,25.149
3566,25.149,3.03
3567,25.149,0.313
3568,25.149,41.0
3569,20.1192,1.59
3570,25.149,0.2021
3571,25.149,41.0
3572,22.6341,37.08
3573,25.149,0.499
3574,25.149,2.4
3575,25.149
3576,25.149
3577,25.149
3578,25.149,8.9
3579,25.149
3580,25.149,52.0
3581,22.6341,0.25
3582,25.149,2.0
3583,25.149,35.0
3584,25.149,0.8
3585,25.90347,12.0
3586,25.149,36.99
3587,25.149,41.0
3588,25.15,7.2
3589,25.149,0.25
3590,25.149,0.25
3591,25.149,1.5
3592,25.90347,41.0
3593,55.0,0.35
3594,25.149,0.6
3595,25.149,17.2
3596,25.149,0.38
3597,25.149,0.25
3598,25.149,0.25
3599,25.149,30.0
3600,25.90347,25.0
3601,25.149
3602,25.90347,2.5
3603,25.90347,1.8
3604,25.90347,0.99
3605,25.149
3606,25.149
3607,25.149,31.5
3608,25.90347,0.99
3609,25.90347,2.2
3610,25.90347,2.5
3611,25.149
3612,25.149
3613,25.149,31.69
3614,22.6341,79.0
3615,25.149,0.354995812333779
3616,25.149,0.33
3617,25.90347,2.5
3618,25.149,35.0
3619,25.15,1.5
3620,25.149,1.8
3621,25.149,3.25
3622,20.1192,5.5
3623,25.149,0.888
3624,25.149,29.9
3625,25.149,0.4
3626,25.149,1.99
3627,20.1192,1.1800386581868063
3628,25.149
3629,25.149,0.4
3630,25.149,2.69
3631,25.149,0.4
3632,25.149,1.33
3633,25.149,0.88
3634,25.149,0.81
3635,25.149
3636,25.149,0.4
3637,25.149
3638,25.149
3639,25.149
3640,25.149,45.99
3641,25.149
3642,25.149,7.5
3643,25.149,9.9
3644,25.149,4.99
3645,25.149,0.449
3646,25.149,3.75
3647,25.149,44.44
3648,25.149,2.99
3649,25.149,0.83
3650,25.149,6.33
3651,22.6341,0.76
3652,25.149,3.6
3653,25.149,5.66
3654,25.149,25.0
3655,25.149,30.42
3656,25.90347,2.22
3657,25.149,5.6
3658,25.149,5.0
3659,25.149,0.379
3660,25.90347,2.19
3661,25.149,0.5
3662,25.149,0.899
3663,25.149
3664,25.149,13.0
3665,22.6341
3666,25.90347,11.99
3667,25.149,14.95
3668,25.149,2.0
3669,22.6341,0.3999
3670,25.149,3.78
3671,25.149,12.0
3672,25.149,1.75
3673,25.149,7.1
3674,25.149,3.5
3675,23.89155,0.5777
3676,25.149,7.4999
3677,25.149,1.5
3678,25.149,22.89
3679,22.6341,1.193650529521764
3680,25.149,70.0
3681,25.149,0.45
3682,25.149,0.65
3683,25.149,10.79
3684,22.6341,42.0
3685,25.149,14.0
3686,25.149,11.5
3687,22.6341,2.25
3688,22.6341,36.4
3689,25.149,17.5
3690,25.149,3.0
3691,20.1192,39.0
3692,25.149,2.0
3693,25.90347,0.65
3694,25.149,1.89
3695,25.149,7.0
3696,25.149,3.0
3697,25.149,3.6
3698,25.149,41.98
3699,25.149,8.7
3700,25.149,33.3
3701,25.149,52.0
3702,25.90347,14.25
3703,25.149,5.0
3704,25.149,1.2
3705,25.149,11.89
3706,25.149,1.7161179405760945
3707,25.149,2.0
3708,20.1192,15.0
3709,25.149,1.2
3710,25.149,7.0
3711,25.149,4.0
3712,25.149,0.4
3713,25.149
3714,25.90347,2.0
3715,25.149,0.4
3716,25.149,34.9
3717,25.149,2.0
3718,25.149,0.55
3719,25.149,25.0
3720,25.90347,3.5
3721,25.90347,30.0
3722,25.90347
3723,25.149,55.69
3724,25.149,0.6444
3725,25.149
3726,25.90347
3727,25.149,4.42
3728,25.149,0.2999
3729,25.149,28.0
3730,25.90347
3731,25.149,42.88
3732,25.149,7.46433271828125
3733,25.149,0.3222
3734,25.149,1.5888
3735,25.149,0.6888
3736,25.149,0.2999
3737,25.149,0.2999
3738,25.149,15.0
3739,25.149,0.96
3740,25.90347
3741,25.149,3.75
3742,25.149,0.44
3743,25.149,0.88
3744,22.6341,1.5
3745,25.149,37.777
3746,20.1192,35.0
3747,25.149,46.8
3748,25.149,1.1897
3749,25.90347,740.0
3750,25.149,15.469
3751,25.149,0.2
3752,25.149,2.0
3753,25.149,1.2499
3754,25.149,9.0
3755,25.90347,11.5
3756,25.90347
3757,25.149
3758,25.149,1.0999
3759,22.6341,22.5
3760,25.149,0.8
3761,25.149,1.2
3762,25.90347,15.0
3763,25.149,0.27
3764,25.149,33.5
3765,25.149,1.9
3766,25.149,37.07
3767,25.149,3.8999
3768,25.149,0.33
3769,25.149,0.27
3770,25.149,4.2
3771,25.149,20.0
3772,25.149,12.0
3773,25.90347,6.5
3774,25.149,0.27
3775,25.149,0.4
3776,25.149,0.25
3777,25.149,1.75
3778,25.90347,0.2
3779,22.6341,0.15
3780,25.149,43.5
3781,25.149,0.45
3782,25.149,9.9
3783,25.149
3784,25.149,2.4
3785,25.149,0.7777
3786,25.149,4.75
3787,0,7.9
3788,25.149,0.27
3789,25.149,0.35831582626569386
3790,25.149,44.0
3791,25.149,48.2
3792,25.149
3793,25.149,1.89
3794,25.149,0.4
3795,25.149,3.0
3796,25.149,0.27
3797,25.149,1.3333
3798,25.149,3.5
3799,25.90347,39.66
3800,25.149,0.29
3801,25.149,23.23
3802,25.149,33.0
3803,25.149,65.0
3804,25.149,68.0
3805,25.149,42.0
3806,25.149,30.15
3807,25.149,0.01
3808,25.149,1.0
3809,25.149,0.59
3810,25.149,41.15
3811,25.149,0.15
3812,25.15,48.0
3813,25.90347,60.0
3814,25.149,62.0
3815,25.149,0.44
3816,25.149,0.187
3817,25.149,0.55
3818,25.90347,1.25
3819,20.1192,0.4999
3820,25.149,1.75
3821,25.149,5.5
3822,25.149,0.29
3823,25.149,0.45
3824,25.90347,0.8
3825,25.149,4.5
3826,25.149,5.82
3827,25.149,12.9921
3828,25.149,0.8
3829,25.149,2.0
3830,25.149,6.5
3831,25.149,0.3
3832,25.149,0.5999
3833,25.149,16.0
3834,25.149,0.4
3835,25.149,16.25
3836,25.149,6.28
3837,25.149,0.49
3838,20.1192,0.23
3839,25.149,1.9999
3840,25.149,7.99
3841,25.90347,0.666
3842,25.149,0.35
3843,20.1192,0.9999
3844,25.149,0.5
3845,25.149,3.0
3846,25.149,0.43
3847,25.149,0.8
3848,25.149,33.0
3849,25.149
3850,25.149
3851,25.149
3852,25.149,1.66
3853,25.149,1.38
3854,25.149,3.5999
3855,25.149,9.99
3856,25.149,2.88
3857,25.149,2.9
3858,25.149,37.5
3859,25.149,0.43
3860,25.149,0.43
3861,25.149,42.069
3862,25.149,3.2
3863,25.90347,16.0
3864,25.149,2.8
3865,25.149,47.0
3866,25.149,6.6
3867,25.149,19.0
3868,25.149,0.64
3869,25.149,8.5
3870,20.1192,3.1
3871,25.149,34.0
3872,25.149,3.0
3873,25.149,42.069
3874,22.6341,1.22
3875,25.149,0.98
3876,25.149,1.673
3877,25.149,0.4
3878,25.149,12.0
3879,25.149
3880,25.149,67.5
3881,25.149,0.15
3882,25.90347
3883,25.149,16.9
3884,25.90347,18.8
3885,25.149,7.5
3886,25.149,31.313
3887,25.149,0.2444
3888,25.149,0.27
3889,25.149,6.0
3890,25.149,0.69
3891,25.149,39.5
3892,25.149,0.4
3893,25.149,1.75
3894,25.149,0.27
3895,25.149,16.2
3896,25.149,0.95
3897,25.90347,8.49
3898,25.149,0.6376595613388921
3899,25.149,2.1
3900,25.149,0.33
3901,22.6341,49.69
3902,22.6341,2.0
3903,25.149,31.4
3904,25.149,2.0
3905,22.6341,3.33
3906,25.149,2.0
3907,25.149,2.5
3908,25.149,1.33
3909,25.149,3.0
3910,25.149,3.978
3911,25.149,1.25
3912,25.149,33.33
3913,25.149,43.69
3914,25.149,2.5999
3915,25.149,1.5
3916,25.149,1.4
3917,25.90347,8.0
3918,25.90347,24.5
3919,20.1192,1.39
3920,25.149,2.8869
3921,25.149,33.04
3922,25.149,0.8697
3923,25.149,0.27
3924,25.149,1.5
3925,25.149,0.15
3926,25.149,18.88
3927,25.149,0.24
3928,25.90347,25.5
3929,20.1192,41.5
3930,25.90347,44.69
3931,25.149,0.42
3932,25.149,33.0
3933,25.149,0.37
3934,25.149,43.75
3935,25.149,0.185
3936,25.149,1.0
3937,25.149,5.55
3938,25.149,0.15
3939,20.1192,39.48
3940,25.149,0.27
3941,42.0,3.4
3942,25.90347
3943,25.90347
3944,25.149,41.0
3945,25.149,35.0
3946,22.6341,52.0
3947,25.149,0.55
3948,25.149,1.75
3949,22.6341,3.19
3950,25.149,7.49
3951,25.149,1.21
3952,25.149,18.7509
3953,23.89155,18.888
3954,22.6341,9.5
3955,25.90347,2.4999
3956,25.149
3957,25.149,0.9
3958,25.149,0.22
3959,25.149,3.7
3960,25.149,7.0
3961,25.149,7.3
3962,25.149,3.85
3963,25.149,3.333
3964,25.149,20.0
3965,25.149,59.99
3966,25.149,0.4999
3967,25.149,40.0
3968,23.89155,2.4
3969,25.90347,6.5
3970,25.149,40.0
3971,25.149,45.0
3972,25.149,4.0
3973,25.149,0.41
3974,25.149,29.0
3975,25.149,0.4
3976,25.149,6.5
3977,25.149,5.9
3978,25.149,55.0
3979,25.149,8.75
3980,25.149,29.79275325
3981,25.149,0.91
3982,25.149,0.95
3983,25.149,0.91
3984,25.149,16.0
3985,25.90347
3986,25.149,37.9
3987,25.149,32.0
3988,25.149,1.79
3989,25.149
3990,20.1192,1.8
3991,25.15,58.6969
3992,25.149,39.6
3993,25.149,25.0
3994,25.149,5.29
3995,25.149,2.5
3996,25.149,2.59
3997,25.90347
3998,25.149,14.0
3999,25.149,4.0
4000,25.149,2.0
4001,25.149,10.5
4002,20.1192,0.49
4003,25.149,38.5
4004,25.149,3.49
4005,25.149,1.25
4006,25.90347,7.0
4007,25.149,4.55
4008,25.90347,38.2
4009,25.149,2.75
4010,25.149,24.5
4011,25.149,3.09
4012,25.149,2.0
4013,25.149,35.9
4014,25.90347,3.0
4015,25.149,1.5
4016,25.149,5.6
4017,22.6341,14.88
4018,25.149,75.0
4019,25.149,3.5
4020,25.149
4021,25.149,1.4
4022,25.149,3.39
4023,25.149,7.77
4024,25.149,19.0
4025,25.149,42.0
4026,25.149,0.5262747252747253
4027,25.149,46.0
4028,25.149,5.0
4029,25.149,0.4
4030,25.149,1.54
4031,25.149,0.88
4032,25.149,38.50326056794006
4033,22.6341,3.3
4034,25.149,3.4
4035,25.149,0.5
4036,25.149,0.4
4037,25.149,1.5e-07
4038,25.149,2.8
4039,25.149,16.95
4040,25.149,4.0
4041,25.90347,65.0
4042,25.149,5.0
4043,25.149,34.99
4044,25.149,9.0
4045,25.149,24.0
4046,25.149,4.8
4047,25.149,2.25
4048,25.149,52.52
4049,25.149,15.888
4050,25.149,0.35
4051,25.149,0.2
4052,25.149,0.2
4053,25.149,1.88
4054,25.149,18.5
4055,25.149,3.0
4056,25.149,2.5
4057,25.149,20.0
4058,25.149,1.5
4059,25.149,0.725
4060,25.149,2.19
4061,25.149,8.0
4062,25.149,13.5
4063,25.149,39.99
4064,25.149,55.0
4065,25.90347,0.65
4066,25.90347,10.0
4067,25.149,1.75
4068,25.149,2.75
4069,25.149,5.0
4070,25.149,65.0
4071,25.149,1.2
4072,25.149,47.95
4073,25.149,1.85
4074,25.149,40.0
4075,25.149,1.2
4076,25.90347,17.88
4077,25.149,41.5
4078,25.149,50.0
4079,25.149,48.0
