0,0.01
1482,25.149,6.9
1483,25.149,1.49
1484,25.149,43.0
1485,25.149
1486,25.15,12.6
1487,25.149,4.65
1488,25.149,2.899
1489,25.149,26.8
1490,25.149,3.47
1491,25.149,1.84
1492,25.149,7.1
1493,25.149,1.22
1494,25.149,0.4
1495,20.1192
1496,25.149,4.1
1497,25.149,1.5
1498,25.149
1499,25.149,0.75
1500,25.149,27.5
1501,25.149,0.4
1502,25.149
1503,25.149,40.0
1504,25.149,8.75
1505,25.149,7.69
1506,25.149
1507,25.149,49.0
1508,25.90347,6.69
1509,25.149,18.0
1510,25.149
1511,25.149,0.64
1512,25.149,3.1
1513,25.149
1514,25.149,2.85
1515,25.149,4.99
1516,25.149
1517,25.149,2.1
1518,25.149,7.6
1519,25.149,42.0
1520,25.149,0.29
1521,25.90347
1522,25.149,5.8
1523,25.149,0.3
1524,25.149,0.2499
1525,22.6341,10.8888
1526,25.149,0.4499
1527,25.149,24.5
1528,25.149,12.0
1529,25.149
1530,25.90347,7.0
1531,25.149,0.45
1532,25.90347
1533,25.149,0.75
1534,25.149
1535,25.149,0.57
1536,25.90347,116.66
1537,25.149,1.8
1538,25.149
1539,25.149,7.0
1540,25.149,1.85
1541,25.149
1542,20.1192,0.28
1543,22.6341,2.5
1544,25.149
1545,25.149,4.3
1546,25.149,4.5
1547,25.149,46.0
1548,25.149,59.0
1549,25.149,17.469
1550,25.90347
1551,25.149,36.98
1552,25.149,0.42
1553,25.149
1554,25.149,34.97
1555,25.149,44.5
1556,25.90347
1557,25.15,49.0
1558,25.90347
1559,25.149,37.95
1560,25.149,1.8
1561,25.149
1562,299.0,2.35
1563,25.90347,15.0
1564,25.149,55.5
1565,25.149,6.0
1566,20.1192,3.48
1567,25.149,0.36
1568,25.149,8.45
1569,25.149,10.0
1570,25.149,1.8
1571,25.149,2.54
1572,25.149,0.64
1573,25.149,1.25
1574,25.149,0.55
1575,25.149,1.739
1576,25.149,1.9999
1577,25.149,4.5
1578,25.149,1.75
1579,25.149,0.49
1580,25.149,7.76
1581,20.1192
1582,25.149,37.99
1583,25.149,38.6
1584,25.149,25.45
1585,25.149
1586,25.149
1587,25.149,4.1
1588,25.149,3.0
1589,25.149,3.0
1590,25.149,32.5
1591,22.6341,6.2621
1592,25.149,1.99
1593,25.149,1.77
1594,25.149,3.3
1595,25.149,0.4499
1596,25.149
1597,25.149
1598,25.149
1599,25.149,66.88
1600,25.149,1.47
1601,25.149,41.0
1602,22.6341,36.5
1603,25.90347,8.7654
1604,25.149,1.55
1605,25.149,39.95
1606,25.90347,160.0
1607,25.149,7.5
1608,20.1192,10.5
1609,25.149
1610,25.149,50.0
1611,25.149,36.0
1612,25.149
1613,25.149,13.5
1614,25.149,0.1
1615,25.149,0.5
1616,25.149,3.88
1617,25.149,41.7
1618,25.149
1619,25.90347
1620,25.149,62.0
1621,25.149,3.718575102880658
1622,25.149
1623,25.149,44.0
1624,25.149,6.9
1625,25.149
1626,25.149,1.421
1627,25.149,0.2499
1628,25.149,17.66326294608784
1629,25.149,16.49
1630,25.149,1.0
1631,25.149,5.88
1632,25.149,1.34
1633,25.149,49.9
1634,25.149,35.69
1635,25.149,14.99
1636,25.149,1.3
1637,25.149,0.99
1638,25.149
1639,25.149
1640,25.149,0.12
1641,25.149,1.7
1642,25.149,0.3875
1643,25.149,49.69
1644,25.149,9.4
1645,25.149,2.37
1646,25.149,9.5
1647,20.1192,0.75
1648,25.149,0.82
1649,25.149
1650,25.149
1651,25.149,9.21
1652,25.90347
1653,25.149,2.17
1654,25.149,5.78
1655,25.149
1656,25.149,1.88
1657,25.90347,142.069
1658,25.149
1659,25.149
1660,25.149,0.72
1661,25.149,43.8
1662,25.149,49.0
1663,25.90347,125.0
1664,25.149
1665,25.149
1666,25.149
1667,20.1192
1668,25.149
1669,25.149
1670,25.149
1671,20.1192
1672,25.149
1673,25.149
1674,25.90347
1675,25.149
1676,25.149,1.0
1677,25.149
1678,25.149,6.8
1679,25.90347,29.0
1680,25.149,18.5
1681,25.149,8.88
1682,25.149,0.16
1683,25.149
1684,25.149
1685,20.1192,0.18
1686,25.149
1687,25.149
1688,25.149,1.5594999999999999
1689,25.149,1.25
1690,25.149,3.0
1691,25.149,0.6
1692,25.149,0.5
1693,25.149,36.0
1694,25.149,11.5
1695,25.149,0.85
1696,25.149,2.4
1697,25.149,1.4
1698,25.149,0.4
1699,25.149,1.69
1700,25.149,4.5
1701,25.149,3.499
1702,22.6341,5.0
1703,25.149,47.42
1704,22.6341,36.5
1705,22.6341,0.35
1706,25.149,1.3
1707,25.149,3.33
1708,25.149,38.88
1709,25.149,2.85
1710,20.1192,23.99
1711,25.149,32.8888
1712,25.149,4.5
1713,25.149,3.98
1714,25.149
1715,25.149,14.49
1716,25.149,42.85
1717,25.149,4.0
1718,25.149,0.4
1719,25.149,1.48
1720,20.1192,3.5
1721,25.149,2.0
1722,25.149,1.1
1723,25.149,30.0
1724,25.149,3.5
1725,25.90347,200.0
1726,25.90347,4.0
1727,25.149,0.6
1728,25.149,2.0
1729,25.149,6.666
1730,25.149,11.0
1731,25.149,0.4
1732,25.149,8.0
1733,25.90347,25.5
1734,25.90347,420.0
1735,25.149,30.98
1736,25.149,2.7
1737,22.6341,4.2
1738,25.149,39.69
1739,25.149,1.4
1740,25.149,2.22
1741,25.149,5.0
1742,25.149,50.0
1743,25.149,7.42
1744,25.149,6.01
1745,25.149
1746,25.149,0.8
1747,25.149,5.95
1748,25.90347,0.7
1749,25.149,27.77
1750,25.149,0.8
1751,25.149,1.35
1752,22.6341,1.1
1753,20.1192,6.0
1754,25.90347,66.0
1755,25.149,35.0
1756,25.149,1.99
1757,25.149,2.5
1758,25.149,1.5
1759,25.149,3.99
1760,25.90347,1.5
1761,25.149,1.3
1762,22.6341,6.39
1763,25.149,1.75
1764,25.149,0.4
1765,25.149,9.0
1766,25.149,5.0
1767,25.149,29.0
1768,25.90347,1.15
1769,25.149,2.5
1770,25.149,40.9
1771,25.149,2.5
1772,25.149,0.4
1773,25.149,38.69
1774,25.149,1.9445
1775,25.149,9.8
1776,20.1192,0.359
1777,25.149
1778,25.149,26.0
1779,25.149,85.0
1780,25.149,6.0
1781,25.90347,8.0
1782,25.149,52.0
1783,25.149,63.9
1784,25.149,26.9
1785,25.149,1.4
1786,25.149,9.777
1787,25.90347,20.0
1788,25.149,45.69
1789,25.90347,1.0
1790,25.149,11.11
1791,25.149,10.4
1792,25.149,1.75
1793,25.149,1.95
1794,25.149,1.39
1795,25.149,41.777
1796,25.149,49.8899
1797,25.149,1.1
1798,25.149,0.4651631550385768
1799,22.6341,7.99
1800,25.149,2.1
1801,25.149,34.99
1802,22.6341,6.6
1803,20.1192,1.2
1804,22.6341,2.9925
1805,25.149,0.95
1806,25.149,3.75
1807,25.149,11.5
1808,25.149,2.0
1809,25.90347,4.2
1810,25.149,6.8
1811,25.149,4.83
1812,25.149,0.4
1813,25.149,37.0
1814,22.6341,2.65
1815,25.149,1.3
1816,25.149,23.7
1817,22.6341,0.4
1818,25.149,37.0
1819,25.149,5.0
1820,25.90347
1821,25.149,0.089
1822,25.149,5.5
1823,25.90347,5.0
1824,25.149,1.91
1825,25.149,40.0
1826,25.149,2.0
1827,25.149,1.8
1828,25.149,0.8
1829,25.149,10.5
1830,25.149,3.88
1831,25.149,1.5
1832,25.149,23.0
1833,25.149,75.0
1834,20.1192,5.8
1835,25.149,3.0
1836,25.149,15.0
1837,23.89155,100.0
1838,25.149,44.5
1839,25.149,3.95
1840,25.149,10.95
1841,25.149,1.5
1842,25.149,1.0
1843,25.149
1844,25.149,19.69
1845,25.149,19.99
1846,25.149,6.0
1847,25.149,8.7
1848,25.149,6.942
1849,20.1192,3.5
1850,25.149,2.25
1851,25.90347,0.7
1852,25.149,46.3
1853,22.6341,0.45
1854,25.149,1.97
1855,25.149,17.5
1856,25.149,15.49
1857,25.149,7.288
1858,25.149,2.2
1859,25.149,5.75
1860,25.90347,12.0
1861,25.90347,6.49
1862,22.6341,0.55
1863,25.149,4.35
1864,25.149,1.4
1865,25.149,2.4
1866,25.149,50.0
1867,22.6341,10.2
1868,25.149,9.5
1869,25.149,0.4
1870,25.149,38.9
1871,25.149,1.15
1872,25.149,18.5
1873,25.149,1.25
1874,25.149,50.0
1875,25.149,4.0
1876,20.1192,49.95
1877,25.149,6.9696
1878,25.149,34.0
1879,25.149,39.0
1880,25.149,47.9
1881,25.149,1.4
1882,25.90347,1.5
1883,25.149,41.99
1884,25.90347,215.0
1885,25.149,5.0
1886,25.149,0.725
1887,25.149,5.5
1888,25.149,0.4
1889,22.6341,43.99
1890,25.149,49.5
1891,25.149,57.0
1892,25.149,0.9153376374105741
1893,25.149,3.75
1894,25.149,1.9
1895,25.149,2.0
1896,25.90347,9.0
1897,25.149,1.25
1898,20.1192,3.36
1899,25.149,36.0
1900,25.149,6.69
1901,25.149,7.5
1902,25.149,1.99
1903,25.149,0.99
1904,25.149,0.0
1905,25.149,4.0
1906,25.149,3.0
1907,25.149,4.85
1908,25.149,15.6
1909,25.90347,62.0
1910,25.149,5.4
1911,105.0,1.9
1912,25.149,20.0
1913,25.90347,10.0
1914,25.149
1915,25.149,4.49
1916,20.1192,7.5
1917,25.90347,1.4
1918,25.149,5.0
1919,25.149,2.5
1920,25.90347,1.2
1921,25.149,16.125
1922,25.149,0.8
1923,25.149,19.91
1924,25.149,0.725
1925,25.149,7.0
1926,25.149,6.3
1927,25.149,2.0
1928,25.149,38.0
1929,25.149,6.99
1930,25.149,2.3
1931,25.149,15.0
1932,25.149,0.88
1933,25.149,1.24
1934,25.149,0.9
1935,25.149,1.0888
1936,25.149,36.66
1937,25.149,0.5888
1938,25.149
1939,25.149,12.0
1940,25.149,2.25
1941,25.149,1.3
1942,25.149,1.25
1943,25.149,0.55
1944,25.149,9.5
1945,25.149,30.0
1946,25.149,16.4
1947,25.149,14.59
1948,25.149,8.0
1949,25.15,0.72
1950,25.149,8.0
1951,20.1192,0.75
1952,25.149,1.9
1953,25.149,35.0
1954,25.149,27.0
1955,25.149,40.0
1956,25.149,2.0
1957,25.149,5.0
1958,22.6341,2.5
1959,25.149,23.9
1960,22.6341,42.0
1961,25.149,0.575
1962,25.149,0.69
1963,22.6341,14.98
1964,25.149,2.18
1965,25.149,1.81
1966,25.149
1967,25.149
1968,20.1192
1969,25.149,25.0
1970,25.149,1.3
1971,25.149,5.55
1972,25.149,4.0
1973,25.149,0.55
1974,25.149,0.35
1975,25.149,0.4
1976,25.149,4.0
1977,25.149,34.865
1978,25.149,2.75
1979,25.149,1.24
1980,25.149,0.35
1981,25.149,6.5
1982,25.90347
1983,25.149,8.0
1984,25.149,0.5
1985,25.149,44.0
1986,25.149,36.69
1987,25.149,0.40197526966166075
1988,25.149,16.75
1989,25.149,14.0
1990,25.149,6.85
1991,25.90347
1992,25.149
1993,25.149,0.899
1994,25.149,1.77
1995,25.149
1996,25.149,0.49
1997,20.1192,1.18
1998,25.149,5.0
1999,25.90347,1.99
2000,25.90347,1.9
2001,25.90347,1.44
2002,25.149
2003,25.149,5.93
2004,25.90347,0.95
2005,25.149,0.55
2006,22.6341,2.0
2007,25.149,0.5
2008,25.149,3.29
2009,25.149,0.33
2010,25.149,0.185
2011,25.149,5.0
2012,25.149,60.0
2013,25.149,0.235
2014,25.149,0.27
2015,22.6341,3.99
2016,20.1192,46.69
2017,25.149,0.66
2018,25.149,0.19
2019,25.149,1.59
2020,25.149,7.2
2021,22.6341,3.9993
2022,25.149,5.0
2023,25.90347,3.4
2024,25.149,0.9
2025,25.90347,0.89
2026,25.149,1.5
2027,25.90347,0.95
2028,25.149
2029,25.149,11.98
2030,25.149,39.0
2031,0,70.0
2032,25.149,35.0
2033,25.149,18.0
2034,25.149
2035,25.149
2036,25.149,35.0
2037,25.149,0.6549
2038,25.149
2039,25.149
2040,20.1192,1.15
2041,25.90347,1.48
2042,25.149,7.5
2043,25.149
2044,25.149,4.2
2045,25.149,45.0
2046,25.149
2047,25.149,0.18
2048,25.149,3.85
2049,25.149,46.0
2050,25.149
2051,25.149,2.1199
2052,25.149,0.42
2053,25.149,0.5
2054,25.149
2055,25.149,0.35
2056,25.149,0.13
2057,25.149,0.12
2058,25.149,0.5
2059,25.90347
2060,25.149,0.25
2061,25.149,0.39
2062,25.90347,3.49
2063,25.90347,8.0
2064,25.149,0.15
2065,25.149,17.87
2066,25.149,3.6014557268265706
2067,25.149,0.14
2068,25.149,6.99
2069,25.149,7.5
2070,25.149,5.78
2071,25.149,33.0
2072,25.149,69.0
2073,25.90347,2.5
2074,25.149,0.06
2075,25.149,3.0
2076,25.90347,0.78
2077,25.149,0.8
2078,25.149,39.0
2079,25.149,0.36
2080,25.149,0.29
2081,25.149,1.5
2082,25.149
2083,25.149,0.55
2084,25.149,2.9
2085,25.149,58.0
2086,22.6341,5.9
2087,25.90347,769.0
2088,25.90347,0.88
2089,25.90347,17.79
2090,25.149
2091,25.149,8.0
2092,25.149,0.39
2093,25.149,7.99
2094,25.149,5.25
2095,25.149,4.53
2096,25.149,3.5
2097,25.149,6.65
2098,25.149,0.44
2099,25.149,8.6
2100,25.149,6.5
2101,25.149,3.14
2102,25.149
2103,25.149,4.0
2104,25.149,50.0
2105,25.149,41.0
2106,25.90347,20.0
2107,25.90347
2108,25.90347,2.5
2109,25.90347
2110,25.149
2111,25.149,0.5
2112,25.149
2113,25.149,4.0
2114,25.90347
2115,25.90347,0.623
2116,36.69,7.0
2117,25.149,1.85
2118,25.149,65.0
2119,25.149,37.0
2120,25.149,4.33
2121,25.149,62.69
2122,25.149,5.0
2123,25.149,0.95
2124,25.149,13.0
2125,25.149,7.5
2126,25.149,7.0
2127,25.149,1.6669999
2128,25.149,2.4999240135814262
2129,20.1192,0.5
2130,25.90347,250.0
2131,25.149,41.0
2132,25.149,4.125
2133,25.90347,80.0
2134,25.90347,0.74
2135,25.149,40.0
2136,25.149,5.75
2137,25.149,9.69
2138,25.149,0.6
2139,25.149
2140,25.149,4.0
2141,25.90347,0.49
2142,25.149,1.89
2143,25.149,0.14
2144,25.149,9.866591847832375
2145,25.149,30.0
2146,25.149,33.3
2147,25.149
2148,20.1192,1.72
2149,25.149,1.35
2150,25.149,0.2888
2151,25.149,1.4655154696439483
2152,25.149,29.99
2153,25.90347,6.5
2154,20.1192,0.3388
2155,25.149,0.4
2156,25.149
2157,25.149
2158,20.1192,43.0
2159,25.149,0.5
2160,25.149,45.99
2161,25.149,0.75
2162,25.149,15.99
2163,25.149,8.59
2164,25.15,7.25
2165,25.149,1.9
2166,25.149,0.45
2167,25.149,10.0
2168,25.149,49.0
2169,25.90347,3.4
2170,25.149,14.69
2171,25.149
2172,25.149,0.07
2173,25.149,2.0
2174,22.6341,7.1
2175,25.149,24.0
2176,22.6341,41.33
2177,25.90347
2178,25.149
2179,25.149,8.08
2180,25.149,0.999
2181,25.149
2182,25.149
2183,25.149,0.899
2184,22.6341,16.34
2185,25.149,0.728
2186,25.90347,55.0
2187,25.90347
2188,25.149,0.5
2189,25.90347
2190,25.90347,37.0
2191,25.149,3.6
2192,25.149,0.42
2193,22.6341
2194,25.149,14.97
2195,25.90347,1.7
2196,25.149,35.0
2197,25.149,0.75
2198,25.90347,0.85
2199,25.149,32.0
2200,25.149,6.777
2201,25.149,6.89
2202,22.6341,0.2
2203,25.149,1.88
2204,25.149,55.0
2205,25.90347
2206,25.149
2207,25.149,0.8
2208,20.1192
2209,20.1192,0.23
2210,25.149,0.3
2211,25.149,1.5
2212,25.149,24.24
2213,25.149,1.15
2214,25.149
2215,25.149,10.3
2216,25.149,7.9797
2217,25.149,0.348
2218,25.149
2219,25.149,0.38
2220,25.149
2221,25.149,1.72
2222,25.149
2223,25.149,19.0
2224,25.90347,69.0
2225,25.149,20.0
2226,25.149,40.0
2227,25.149
2228,25.149
2229,22.6341,1.0
2230,25.149
2231,25.149
2232,25.149
2233,25.149
2234,25.149
2235,22.6341
2236,25.149
2237,25.149
2238,25.149,3.9
2239,25.149,7.5
2240,25.149
2241,25.149,0.4
2242,25.149,20.0
2243,25.149,30.0
2244,25.149,5.5
2245,25.149,1.44
2246,25.90347,60.0
2247,25.149,4.069
2248,25.149,43.0
2249,25.149,1.49
2250,20.1192,5.0
2251,25.149,3.5
2252,25.149,27.0
2253,25.149
2254,25.149,0.198
2255,25.149
2256,25.149,40.5
2257,25.149,36.969
2258,25.149,25.0
2259,25.149,3.25
2260,25.149
2261,25.149
2262,25.149
2263,25.149,24.0
2264,25.149,14.0
2265,25.149,0.08
2266,25.149,5.0
2267,25.149,1.0
2268,25.149,33.999
2269,25.149,15.25
2270,25.149,6.1
2271,25.90347,2.65
2272,22.6341,1.95
2273,25.90347,16.3
2274,25.149,1.199
2275,25.149,3.31
2276,25.149,31.0
2277,25.149,50.0
2278,25.149,3.59
2279,25.149,1.91
2280,25.149,44.0
2281,25.149,8.0
2282,25.149,2.65
2283,25.149,8.8
2284,25.149,3.5
2285,25.149,65.0
2286,25.149,17.0
2287,25.149,0.55
2288,25.149,0.2
2289,25.149,0.35
2290,25.149,1.9969
2291,25.149,0.33
2292,25.149,2.7
2293,25.149,2.0
2294,25.149,1.2652499999999998
2295,25.149,4.8
2296,25.149,8.0
2297,25.149
2298,25.90347
2299,25.149,0.45
2300,25.149,0.78
2301,20.1192,8.3
2302,25.149,20.0
2303,22.6341,0.44
2304,25.149
2305,25.149,0.8
2306,25.90347,69.0
2307,25.149,0.5
2308,25.149,0.45
2309,25.149,0.52
2310,25.149,1.9
2311,0,7.23
2312,25.90347,12.5
2313,25.149,14.9
2314,25.149,9.99
2315,25.149,49.0
2316,25.149,8.0
2317,25.149,0.4
2318,25.149,6.5
2319,25.90347,0.8
2320,25.149,1.9
2321,25.149,8.9
2322,25.149,1.3
2323,25.149,0.45
2324,20.1192,30.0
2325,25.149,34.5
2326,25.149,1.5
2327,25.149,20.0
2328,25.149,1.4
2329,25.149,0.95
2330,25.149,21.5555
2331,25.149,0.88
2332,25.149,31.0
2333,25.149,1.2
2334,25.149,4.0
2335,25.149,0.55
2336,25.149,38.0
2337,25.149
2338,25.149
2339,25.149
2340,25.149,3.0
2341,25.149,53.0
2342,25.149,0.5
2343,25.149,22.98
2344,25.149
2345,22.6341,6.9
2346,25.149,0.33
2347,25.149,7.0
2348,25.149,0.79
2349,25.149,0.32
2350,25.149,1.75
2351,25.149
2352,25.149,3.25
2353,25.149,0.2
2354,25.149,38.6
2355,25.149,1.85
2356,25.149,5.489
2357,25.149,4.5
2358,25.149,6.0
2359,25.149,0.4
2360,25.149,0.5555
2361,25.90347,30.0
2362,20.1192,4.44
2363,25.90347,1.65
2364,22.6341,9.5
2365,25.149,4.95
2366,25.149,1.59
2367,25.149,21.0
2368,25.149,22.0
2369,25.149,47.0
2370,25.149,5.45
2371,25.149,7.7
2372,25.149,5.0
2373,25.149,4.19
2374,25.149
2375,25.149,1.95
2376,25.90347,1.65
2377,25.149,3.69
2378,25.149,1.5
2379,25.149,5.8
2380,25.149,49.9
2381,25.149,0.385
2382,25.149,1.2
2383,25.149,2.69
2384,25.149,1.9
2385,25.149,1.75
2386,25.149,1.8
2387,20.1192,3.49
2388,25.149,6.99
2389,25.149,47.0
2390,25.149,2.0
2391,25.149,60.0
2392,25.149,20.5
2393,25.149,32.5
2394,25.149,0.7455200181733073
2395,25.149,0.509
2396,0,55.0
2397,25.149,43.49
2398,25.149,3.12
2399,25.90347,8.655
2400,25.149,5.0
2401,25.90347,2.9999
2402,25.90347,57.0
2403,25.90347,12.0
2404,25.149
2405,25.149,10.0
2406,25.149
2407,25.149,0.085
2408,25.149,40.5
2409,25.149,15.369
2410,25.149,0.36
2411,25.149,1.55
2412,25.149,0.55
2413,25.149,7.82
2414,25.149,32.0
2415,25.149,0.85
2416,25.149,6.66
2417,25.149,1.1
2418,25.149,1.5
2419,25.149,40.49
2420,25.149,0.99
2421,25.149,4.99
2422,25.149,0.4
2423,25.149,2.0
2424,25.149,4.5
2425,25.149,3.33
2426,25.149,1.8
2427,25.149,7.5
2428,22.6341,6.1
2429,25.149,2.5
2430,25.149,2.42
2431,25.149
2432,25.90347
2433,25.149,46.66
2434,25.149
2435,20.1192
2436,25.149,22.0
2437,25.149,60.0
2438,20.1192,31.0
2439,25.149,1.11
2440,25.149,0.65
2441,25.149,1.3
2442,25.149,40.0
2443,25.149
2444,25.149,0.49
2445,22.6341,0.5555
2446,25.149,9.0
2447,25.149,4.0
2448,25.149,4.5
2449,25.149
2450,22.6341,0.6472259734934659
2451,25.149
2452,25.149,1.97
2453,25.149,4.5
2454,25.149,2.0
2455,25.149,1.8
2456,25.149,3.0
2457,22.6341,4.5
2458,25.149,23.0
2459,25.149,2.69
2460,25.149,8.4
2461,25.149,1.0
2462,25.149,1.35
2463,25.149,4.8
2464,25.149,3.0
2465,25.149,42.0
2466,25.149,0.6
2467,25.149,1.25
2468,25.149,39.0
2469,25.149,1.0
2470,25.149,10.5
2471,20.1192,38.888
2472,25.149,40.0
2473,25.149
2474,25.149,1.2
2475,25.149,0.96
2476,25.149,0.75
2477,25.149,0.2
2478,25.149,0.45
2479,25.149,6.5
2480,25.149,8.8
2481,25.149
2482,22.6341,0.35
2483,25.149
2484,25.149,39.8
2485,20.1192
2486,25.149
2487,25.149
2488,25.90347,10.0
2489,25.90347,40.0
2490,25.149,17.39
2491,20.1192,44.0
2492,25.149,1.25
2493,25.149,7.63
2494,25.149,28.0
2495,25.149,15.0
2496,25.149,4.6
2497,25.149,1.5
2498,25.149,9.75
2499,25.149,6.6969
2500,25.149,38.0
2501,27.969,14.22
2502,25.149,3.2
2503,25.149,12.55
2504,25.149,8.4
2505,25.149,1.75
2506,25.90347,5.0
2507,25.149,58.0
2508,25.149,0.8
2509,20.1192,2.9
2510,25.149,54.0
2511,25.149,9.99
2512,25.149,0.45
2513,25.149,0.29
2514,0,7.999
2515,25.149,0.49
2516,25.149,1.89
2517,20.1192,6.4999
2518,25.149,2.88
2519,25.149,32.7
2520,25.149,0.725
2521,25.149,7.77
2522,25.149,2.0
2523,25.149,1.4
2524,20.1192,4.2
2525,25.149,6.0
2526,25.149,1.0
2527,25.149,3.95
2528,25.149,19.0
2529,25.149,0.4
2530,49.99,9.975
2531,25.149,4.999
2532,25.149,45.0
2533,25.149,2.0
2534,25.149,0.45
2535,25.149,32.0
2536,22.6341,0.725
2537,25.149,55.0
2538,29.219,0.7998994478418334
2539,25.149,0.6897
2540,25.149,5.4
2541,25.149,5.5
2542,25.90347
2543,25.149,33.9
2544,23.89155,26.6
2545,25.149,4.9
2546,25.149,0.426
2547,25.149,0.25
2548,25.149,0.3
2549,25.149,47.5
2550,25.90347,85.0
2551,25.149,0.45
2552,25.149,40.0
2553,25.149,2.0
2554,25.149,0.7
2555,25.149,0.5
2556,25.149,0.3999
2557,25.90347,11.95
2558,25.149,0.65
2559,25.149,0.3999
2560,25.149,0.3999
2561,25.149,0.4
2562,25.149,1.1
2563,25.149,0.55
2564,25.149,5.66
2565,25.149,1.45
2566,25.149,1.3
2567,25.149,2.0
2568,20.1192,3.5
2569,25.149,2.5
2570,25.149,1.99
2571,25.90347,69.69
2572,25.149,1.25
2573,25.149,2.0
2574,25.149,4.4
2575,25.149,7.0
2576,25.149,0.8
2577,25.149,37.0
2578,20.1192,3.598
2579,25.149,1.99
2580,25.149,0.77
2581,25.149,7.5
2582,22.6341,4.965
2583,22.6341,36.49
2584,25.149
2585,25.149,22.0
2586,20.1192,3.5888
2587,25.90347,5.0
2588,25.149,8.668843465897249
2589,25.90347,65.0
2590,25.149,2.5
2591,25.149,0.49
2592,27.969,1.179
2593,25.149,34.68
2594,25.149,2.92
2595,25.149
2596,25.90347,11.0
2597,25.149
2598,25.149
2599,25.149,0.16
2600,25.149,1.39
2601,25.149,0.784
2602,25.149,39.9
2603,22.6341,1.499
2604,25.15,5.59
2605,25.149,5.225847370216682
2606,25.149,4.0
2607,25.149,7.789
2608,25.149,0.4555
2609,25.149,7.2
2610,25.149,14.0
2611,25.149,6.6666
2612,25.149,0.8
2613,25.149,0.450345
2614,25.149,6.5
2615,25.149,8.0
2616,25.149,0.75
2617,25.149,1.5
2618,25.149,32.8
2619,25.149,33.0
2620,22.6341,0.55
2621,25.149,1.89
2622,25.149,6.5
2623,20.1192,69.0
2624,25.90347,2.1
2625,25.149,36.0
2626,25.149,1.75
2627,25.149,1.8
2628,25.149,8.49
2629,25.149,2.0
2630,25.149,0.5
2631,25.90347,2.8
2632,25.149,1.42
2633,25.149,2.3221
2634,25.149,3.5
2635,25.149,48.88
2636,25.149,6.85
2637,25.149,0.15
2638,25.149,29.0
2639,25.149,4.0
2640,25.149,0.99
2641,25.149,0.75
2642,25.149,38.85
2643,25.15,24.0
2644,25.149,2.34
2645,25.149,19.5
2646,25.90347
2647,25.149,0.23
2648,25.149,0.73
2649,25.149,0.75
2650,25.149,49.9
2651,25.90347
2652,25.149,0.44
2653,25.149,2.49
2654,25.90347,12.5
2655,20.1192,36.69
2656,25.149,1.1752
2657,25.90347,3.99
2658,25.149,2.0
2659,25.149,0.34
2660,25.149,4.39
2661,25.90347
2662,23.89155,0.66
2663,25.90347,69.0
2664,25.149,5.0
2665,25.149,0.42
2666,25.149,0.4388
2667,25.149,3.39
2668,25.149,15.0
2669,20.1192,50.0
2670,25.149,0.65
2671,25.149,7.15
2672,25.149,17.99
2673,25.149,20.0
2674,25.149,0.5
2675,25.149,1.1399801678108314
2676,25.149,1.0
2677,25.149,35.0
2678,25.149,42.7
2679,25.149,1.31
2680,25.149,21.5
2681,25.149,4.0
2682,25.90347,0.65
2683,25.149
2684,25.149,24.069
2685,25.149,1.4
2686,25.149,0.64
2687,25.149,1.4
2688,25.149,50.0
2689,25.149,40.0
2690,25.149,1.6999
2691,25.149,4.2999
2692,25.90347,3.5
2693,25.149,1.649
2694,25.149,2.5
2695,25.149
2696,25.149
2697,25.149
2698,25.149
2699,25.149,48.9
2700,25.149
2701,25.149
2702,25.149
2703,25.149
2704,25.149,45.69
2705,25.149
2706,25.149
2707,25.149
2708,20.1192
2709,25.149
2710,22.6341,50.0
2711,25.149
2712,25.149
2713,25.149
2714,25.149
2715,25.149,35.0
2716,25.149,0.48
2717,20.1192,17.01
2718,20.1192
2719,22.6341,0.39
2720,25.149
2721,25.149
2722,25.149,0.3333
2723,25.149,8.25
2724,25.149,3.4
2725,25.149,54.0
2726,25.149,5.0
2727,25.149,9.99
2728,25.149,14.0
2729,25.149,1.5
2730,130.0,43.0
2731,25.149,8.9
2732,25.149,30.0
2733,25.149,8.5
2734,25.149,0.5
2735,25.149,3.88
2736,25.149,0.4
2737,25.149,3.95
2738,25.149,1.65
2739,25.149,0.65
2740,20.1192,9.79
2741,25.149,3.33
2742,25.90347,1.157625
2743,25.149,15.0
2744,25.149,4.9
2745,25.149,2.0
2746,25.149,1.4
2747,25.90347,2.4
2748,25.149,44.0
2749,25.149,2.0
2750,25.149,0.4
2751,25.149,16.0
2752,25.149,2.9
2753,25.149,2.4
2754,25.149,0.4
2755,25.149,3.29
2756,25.149,44.9
2757,25.90347,8.0
2758,25.149,0.4
2759,25.149,52.5
2760,25.149,43.25
2761,25.149,2.12
2762,25.149,1.64
2763,25.149,7.5
2764,25.90347,0.925
2765,25.149,41.75
2766,25.149,14.1
2767,25.149,7.9
2768,25.149,41.0
2769,20.1192,0.5078
2770,25.149,0.314
2771,25.149,41.69
2772,25.90347,4.75
2773,25.149,56.69
2774,25.149,0.42
2775,25.149,2.68
2776,25.149,32.61
2777,25.149,14.8
2778,25.149,4.15
2779,20.1192,2.975
2780,25.149,2.0
2781,25.149,43.0
2782,25.149,45.33307197110041
2783,25.149,8.0
2784,25.149,1.44
2785,25.149,0.98
2786,25.149,4.23
